0.0	11866.0
4.0816e-05	11822.1
0.000122449	11727.6
0.000251701	11555.1
0.000292517	11378.1
0.000333333	11252.4
0.00037415	11121.2
0.000414966	10789.8
0.000462585	10546.1
0.000503401	10352.6
0.00052381	10118.8
0.000544218	8725.26
0.000585034	8496.67
0.00062585	7963.35
0.000639456	7381.03
0.000646259	6761.51
0.000659864	6616.97
0.000680272	6270.94
0.00070068	5965.06
0.000734694	5278.69
0.000755102	5046.07
0.00077551	4782.19
0.000789116	4375.39
0.000809524	4174.84
0.000829932	4090.64
0.000843537	3560.11
0.000863946	2927.31
0.000870748	2755.45
0.000891156	2310.88
0.000911565	1993.87
0.000931973	1679.42
0.000952381	1401.52
0.000972789	1173.94
0.0010068	1046.59
0.0010136	1022.95
0.00104082	999.234
0.00105442	983.323
0.00107483	976.667
0.00111565	970.057
0.00122449	976.667
0.0012585	1006.04
0.00129252	1019.17
0.00133333	1042.72
0.00136735	1136.15
0.00140136	1253.34
0.00144218	1387.74
0.00147619	1501.86
0.0015102	1701.33
0.00155102	1852.64
0.00158503	2031.14
0.00161905	2127.4
0.00165986	2339.59
0.00169388	2608.13
0.00172789	2803.5
0.00176871	2993.1
0.00180272	3217.3
0.00183673	3401.13
0.00187075	3765.85
0.00191157	3995.79
0.00194558	4185.16
0.00197959	4394.34
0.00202041	4648.29
0.00205442	4932.11
0.00208843	5162.66
0.00212925	5477.89
0.00216327	5888.22
0.00219728	6392.11
0.00223809	6649.73
0.00227211	7099.46
0.00230612	7532.95
0.00238095	8147.35
0.0024898	8833.66
0.00256463	9309.6
0.00263265	9684.81
0.0027415	10168.9
0.00285034	10546.1
0.00295918	10863.3
0.00306803	11190.0
0.00321088	11448.6
0.00331973	11641.0
0.00342857	11792.9
0.00353742	11946.8
0.00361224	12028.2
0.00372109	12147.6
0.00386395	12222.9
0.00404762	12344.2
0.00419048	12466.7
0.00437415	12551.7
0.00455102	12590.5
0.00484354	12637.2
0.005	12637.2
0.19	11866.0
0.190040816	11822.1
0.190122449	11727.6
0.190251701	11555.1
0.190292517	11378.1
0.190333333	11252.4
0.19037415	11121.2
0.190414966	10789.8
0.190462585	10546.1
0.190503401	10352.6
0.19052381	10118.8
0.190544218	8725.26
0.190585034	8496.67
0.19062585	7963.35
0.190639456	7381.03
0.190646259	6761.51
0.190659864	6616.97
0.190680272	6270.94
0.19070068	5965.06
0.190734694	5278.69
0.190755102	5046.07
0.19077551	4782.19
0.190789116	4375.39
0.190809524	4174.84
0.190829932	4090.64
0.190843537	3560.11
0.190863946	2927.31
0.190870748	2755.45
0.190891156	2310.88
0.190911565	1993.87
0.190931973	1679.42
0.190952381	1401.52
0.190972789	1173.94
0.1910068	1046.59
0.1910136	1022.95
0.19104082	999.234
0.19105442	983.323
0.19107483	976.667
0.19111565	970.057
0.19122449	976.667
0.1912585	1006.04
0.19129252	1019.17
0.19133333	1042.72
0.19136735	1136.15
0.19140136	1253.34
0.19144218	1387.74
0.19147619	1501.86
0.1915102	1701.33
0.19155102	1852.64
0.19158503	2031.14
0.19161905	2127.4
0.19165986	2339.59
0.19169388	2608.13
0.19172789	2803.5
0.19176871	2993.1
0.19180272	3217.3
0.19183673	3401.13
0.19187075	3765.85
0.19191157	3995.79
0.19194558	4185.16
0.19197959	4394.34
0.19202041	4648.29
0.19205442	4932.11
0.19208843	5162.66
0.19212925	5477.89
0.19216327	5888.22
0.19219728	6392.11
0.19223809	6649.73
0.19227211	7099.46
0.19230612	7532.95
0.19238095	8147.35
0.1924898	8833.66
0.19256463	9309.6
0.19263265	9684.81
0.1927415	10168.9
0.19285034	10546.1
0.19295918	10863.3
0.19306803	11190.0
0.19321088	11448.6
0.19331973	11641.0
0.19342857	11792.9
0.19353742	11946.8
0.19361224	12028.2
0.19372109	12147.6
0.19386395	12222.9
0.19404762	12344.2
0.19419048	12466.7
0.19437415	12551.7
0.19455102	12590.5
0.19484354	12637.2
0.195	12637.2
